session_id,feedback_type,targets,granularity,timestamp,text_feedback,score,preferences,action,state,action_preferences,state_preferences,is_demo,demo_preferences,feature_selection,feature_importance,feature_selections_preferences,feature_importance_preferences,user_id,meta_action
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988957512,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988957700,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988957889,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988958077,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988958256,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988958442,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988958595,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988958798,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988958975,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988959156,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988959313,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988959484,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988959702,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988959853,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988960040,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988960240,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988960424,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988960598,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988960769,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988960959,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988961127,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988961298,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988961494,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988961653,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988961883,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988962022,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988962207,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988962409,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988962595,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988962794,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988962999,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988963164,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988963388,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988963580,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988963771,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988963957,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988964172,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988964342,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988964534,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988964727,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988964939,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988965124,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988965334,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988965740,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988965935,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988966126,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988966305,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988966494,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988966698,,0.0,[],,,,,False,,,,,,-1,submit
